"code_state","code_muni","name_muni","date","precip_mm"
17,1711803,"Juarina",2025-06-22,0.498714953660965
17,1711902,"Lagoa da Confusão",2025-06-22,0
17,1711951,"Lagoa do Tocantins",2025-06-22,0
17,1712009,"Lajeado",2025-06-22,0.0343028008937836
17,1712157,"Lavandeira",2025-06-22,0
17,1712405,"Lizarda",2025-06-22,0.227718412876129
17,1712454,"Luzinópolis",2025-06-22,0.329712063074112
17,1712504,"Marianópolis do Tocantins",2025-06-22,0
17,1712702,"Mateiros",2025-06-22,0.000122782323160209
17,1712801,"Maurilândia do Tocantins",2025-06-22,0.799461007118225
17,1713205,"Miracema do Tocantins",2025-06-22,0.00351804704405367
17,1713304,"Miranorte",2025-06-22,0.0537757575511932
17,1713601,"Monte do Carmo",2025-06-22,0.00096590630710125
17,1713700,"Monte Santo do Tocantins",2025-06-22,0
17,1713809,"Palmeiras do Tocantins",2025-06-22,0.641499221324921
17,1713957,"Muricilândia",2025-06-22,1.0325870513916
17,1714203,"Natividade",2025-06-22,0
17,1714302,"Nazaré",2025-06-22,0.172144576907158
17,1714880,"Nova Olinda",2025-06-22,0.93502801656723
17,1715002,"Nova Rosalândia",2025-06-22,0
17,1715101,"Novo Acordo",2025-06-22,0
17,1715150,"Novo Alegre",2025-06-22,0
17,1715259,"Novo Jardim",2025-06-22,0
17,1715507,"Oliveira de Fátima",2025-06-22,0
17,1715705,"Palmeirante",2025-06-22,1.59466898441315
17,1715754,"Palmeirópolis",2025-06-22,0
17,1716109,"Paraíso do Tocantins",2025-06-22,7.23623379599303e-05
17,1716208,"Paranã",2025-06-22,0
17,1716307,"Pau d'Arco",2025-06-22,1.9066891670227
17,1716505,"Pedro Afonso",2025-06-22,0.0592561028897762
17,1716604,"Peixe",2025-06-22,0
17,1716653,"Pequizeiro",2025-06-22,0.332757413387299
17,1716703,"Colméia",2025-06-22,0.304804265499115
17,1717008,"Pindorama do Tocantins",2025-06-22,0
17,1717206,"Piraquê",2025-06-22,0.4130038022995
17,1717503,"Pium",2025-06-22,0
17,1717800,"Ponte Alta do Bom Jesus",2025-06-22,0
17,1717909,"Ponte Alta do Tocantins",2025-06-22,0
17,1718006,"Porto Alegre do Tocantins",2025-06-22,0
17,1718204,"Porto Nacional",2025-06-22,0.000667029002215713
17,1718303,"Praia Norte",2025-06-22,0.395571500062943
17,1718402,"Presidente Kennedy",2025-06-22,0.168397977948189
17,1718451,"Pugmil",2025-06-22,0
17,1718501,"Recursolândia",2025-06-22,2.05094933509827
17,1718550,"Riachinho",2025-06-22,0.320711135864258
